id,qualifications_qualificationsummary
cv52851.xml,"qualificações complementares inglês: leitura avançada  conversação avançada.  disciplinas relevantes: psicologia organizacional; análise organizacional; treinamento  desenvolvimento e educação; técnicas do exame psicológico; diversidade nas organizações.  conhecimento intermediário do pacote office em geral; conhecimento intermediário do programa spss.  informações adicionais 2013  (jul - jul  2014): bolsista de iniciação científica (proic) na área de psicologia do consumidor  cultura organizacional e valores pessoais com o prof.º dr.º cláudio torres.  2015  (jul - jul  2016): bolsista de iniciação científica (proic)  na área de recrutamento e seleção  avaliação psicológica e mapeamento de competências com a prof.ª dr.ª cristiane faiad.  2016  (fev - fev  2018): bolsista do ministério da educação no programa de educação tutorial em psicologia (pet-psi/ip/unb).  2018  (jul): apresentação de comunicação breve de pesquisa com o estudo ""evidências de validade da escala de liderança ética no trabalho"" sob orientação da prof.ª dr.ª juliana porto no viii congresso brasileiro de psicologia organizacional e do trabalho."
cv42154.xml,qualificações e atividades complementares   ✓ pacote office intermediário ✓ relações humanas ✓ departamento de pessoal ✓ 5s otimização de qualidade e processos ✓ auditoria interna da qualidade nbr iso  9001:2015 ✓ eneagrama na empresa
cv54906.xml,conhecimentos: • **asp.net webforms/mvc/web api  asp.net core. • **wcf  rest  api dev  api gateway. • **c#  vb.net  powerbuilder  delphi  t-sql  plsql. • **javascript  jquery  angularjs  typescript  nodejs  spa apps. • **front end frameworks  ionic  css  html5  bootstrap. • **oop  ooa  ood  mongodb  mysql  sqlserver  oracle. • **uml  design patterns  ddd  tdd  pocos  microservices architecture  soa  systems architecture. • **git  devops with vsts. • **entity framework  nhibernate. • **cloud  azzure  docker. • **administração de servidores windows.
cv45056.xml,informática  pacote office  internet e e-mail.
cv34194.xml,qualificações e atividades profissionais   •  inglês - (uns idiomas  1 ano e meio  conclusão em 2010). •  curso de photoshop. (saga  3 meses  conclusão em 2011). •  conhecimento intermediário de java+flex com eclipse e blazeds(livros e vídeo aulas). •  conhecimento intermediário de jboss seam e hibernate(livros e vídeo aulas). •  conhecimento intermediário de jsf  richfaces  primefaces. •  arquitetura de sistemas(caelum  60 horas  conclusão em 2016)  informações adicionais   •  2º colocado nas olimpíadas de programação - facnet - anhanguera (2010). •  oracle certified professional  java se 6 programmer (26/07/2013) •  oracle certified professional  java ee 5 web component developer (10/10/2013)
cv55151.xml,qualificações  capacidade liderança facilidade em redigir textos facilidade de comunicação
cv38615.xml,specialties: software development  system analysis  uml  java  eclipse ide  jboss seam  jsf  richfaces  object oriented programming  ejb  j2ee.
cv44067.xml,informática  ● amplo conhecimento em diferentes linguagens de programação  ferramentas e metodologias  banco de dados e plataformas.
cv42559.xml,informática pacote office completo design gráfico  adobe photoshop cs6 avançado e adobe illustrator cs6 avançado
cv47889.xml,conhecimentos  programação mobile- android e ionic. programação estruturada - c. programação orientado a objetos - java. programação web - java  jsf  jsp  jpa  jstl  hibernate  spring  git  rest  ejb. metodologias ágeis - scrum. servidor de aplicação- wildfly  weblogic  tomcat  glassfish. html  css  javascript  typescript. angularjs  angular2.jquery. sql intermediário. modelagem de dados. banco de dados - oracle  db2  mysql  postgres  orientdb  neo4j. linux.
cv52029.xml,informática: windows  pacote office  internet - usuário em nível avançado.   habilidades pessoais: • facilidade no trato com pessoas de todos os níveis sociais; • gosto pelo trabalho em equipe. • organização pessoal • determinação para aprendizado   à disposição para entrevistas presenciais.
cv21667.xml,specialties: xml  html  javascript  usabilidade  css  php  asp
cv55416.xml,informática  • windows 98/nt/2000 professional/me/xp/ vista - avançado • microsoft office: outlook  word  excel e powerpoint - avançado • ferramentas de internet - avançado
cv42655.xml,conhecimentos  phpoo  javascript  jquery  ajax  json  nodejs  mvc  mysql  postgresql  mongodb  pl/pgsql  api restful  laravel  codeigniter  css3  bootstrap  html5  xml  técnicas de seo  photoshop  inglês nível intermediário. noções acadêmicas ionic  java e android studio
cv43088.xml,informática fundação bradesco - agosto de 2016 excel 2010 - intermediário
cv41179.xml,áreas de atuação: psicologia clínica / organizacional / trainee   informática / erp's: pacote office intermediário.
cv42172.xml,qualificações e atividades complementares  • programming html5 whith javascript and css - (ka solution 2013) criação de paginas dinâmica em html5. criação e utilização de estilos css. manipulação de objetos em javascript  jquery e json. • framework java web spring 3 - (senac 2010) estrutura mvc com contextos de anotação nas classes que devem ser implementadas nos objetos que serão instanciados através de configurações em xml e controlados via blocos de anotação no código  atualmente essa prática é a mais utilizada no mercado. mvc: mapear o framework spring através da classe do servlet e as view(jsp) através do spring beans ambos em xml. web: mapear o acesso aos métodos no controller através de blocos de anotação no requestmapping. jdbc e orm: implementar as classes de repositório de dados e configurar o banco de dados em xml  a diferença entre eles é que no orm é implementado o o hibernat. context: implementar as classes que iram obter a instancia dos objetos que iram acessar o repositório de dados e de persistência do spring(validation bidingresult)  essa camada de persistência estou apto também a codificar em javascript e ou jquery. • struts 2 etrutura mvc com contextos de anotação ou com a implementação de classes estendendo outros objetos do struts servindo como controles  as duas formas são configuração em xml. actionsuport: implementar as classes de controle mapeando os métodos através de blocos de anotações  esse objeto faz a camada de persistência e distribuir os restantes. actionform e action: esses objetos devem ser implementados juntos  no actionform implementando a camada de persistência e no action implementando o envio da informação paro o servidor  essa camada de persistência estou apto também a codificar em javascript e ou jquery.
cv52574.xml,qualificações e atividades complementares   • prática e ensino: cuidados paliativos  casa do cuidar - sp - 07/2017 • inglês - fluente (instituição de ensino privado cna) 12/2013.
cv45459.xml,informática   •   aplicações de escritório: microsoft access  microsoft excel  microsoft outlook  microsoft powerpoint  microsoft word  open office •   sistemas operacionais: javaos  windows
cv42397.xml,áreas de atuação  desenvolvedor web/mobile
cv47841.xml,03. conhecimentos gerais  nível avançado: análise orientada a objetos (uml)  análise estruturada  análise de requisitos  apf (análise de ponto de função)  delphi  clipper  oracle pl/sql  svn  git  sourcesafe  ms-dos  windows  novell  microsoft office  quick reports  rave  faturamento  contas a pagar  contas a receber  controle de estoque  atendimento  sistema hospitalar  distribuição de publicações. nível: intermediário: asp .net mvc  razor  entity framework  html  html5  css3  bootstrap  javascript  jquery  angularjs  ajax  gerenciamento de serviços de ti (itil)  gerenciamento de projetos (pmi)  enterprise architect  visual basic  cobol  sql server transact-sql  interbase  groupwise  crystal reports  contabilidade  folha de pagamento  produção gráfica  mídia  seguros. nível básico: arquitetura orientada a serviço (soa)  gerenciamento de processos (bpm)  java  .net c#  postgres  firebird  informix.
cv54525.xml,qualificações e atividades complementares   •  inglês básico e informática básica.
cv44483.xml,● conhecimentos em informática: windows  word  powerpoint e internet. escola técnica mogiana 42 h  ● certificação de correspondentes no país modalidade transacional. instituto totum de desenvolvimento e gestão empresarial ltda  ● auxiliar de departamento pessoal - rh escola técnica mogiana 30h  ● relações humanas e empresariais. escola técnica mogiana 15 h
cv52569.xml,qualificações   formada em psicologia em 2005  tenho mais de 15 anos de experiência na área de recursos humanos; sou especialista em treinamento e desenvolvimento (lnt  desenvolver e ministrar diversos tipos de treinamentos: técnicos  operacionais  administrativos e on the job)  integração  iso 9000  5's  atendimento  vendas  elaboração de manuais  mensuração  avaliação de desempenho e testes; também me especializei em recrutamento e seleção (todos os níveis hierárquicos  operacional  administrativo  técnico  gerencial e diretoria). dinâmicas em geral  entrevistas de desligamento e aplicação de testes diversos; tenho grande conhecimento em todos os processos de forma generalista  em todos os subsistemas: admissão  rescisão  ponto  férias (sistema adp)  benefícios  cargos e salários e conhecimento de leis trabalhista e; era responsável pela inauguração de novas unidades  auditoria  verificação do clima organizacional das lojas  rh escuta  todas as pendência de rh. cuidava da formação de trainees  apoiar os gerentes de loja  treinar os treinadores nas operações e fazer os remanejamentos internos de função e área; planejamento e coordenação/gerenciamento de equipes em geral.
cv40491.xml,áreas de atuação  administrativo  sintese de qualificações  •  profissional  com  experiência  na  área administrativa  com  forte  atuação em  processos  logísticos  qualidade  padronização  e melhoria  de  processos  rotinas de  dp e  gestão  de  equipes  com  carreira ascendente em empresas nacional e multinacionais de tecnologia e telecomunicações. •  responsável pela reestruturação e padronização do batimento de inventário da matriz e filiais  realizando o controle de entrada e saída de equipamentos  garantindo a otimização e redução de custos do setor. •  desenvolvimento de  relatórios  estatísticos  de  produtividade  e  absenteísmos  dos  colaboradores e acompanhamento de sua performance. •  suporte  aos  analistas  e  líderes  do  setor  quanto  as  rotinas  do  departamento  pessoal  abrangendo  a integração de novos funcionários  tratamento do espelho de ponto  agendamento de férias  solicitação de adiantamento  entrega de benefícios e holerites. •  responsável pelo fundo fixo do setor e prestação de contas. •  atuação nos processos de qualidade por meio de monitorias  treinamento e desenvolvimento. •  gestão de equipes multidisciplinares  com forte capacidade de gestão motivacional  desenvolvimento de pessoas e cooperação entre equipe e departamentos.
cv50205.xml,conhecimentos: java (jme e jee)  sql  mysql  postgresql 8.0  sql server  javascript  css  hibernate  struts 2  servlet  jsp  jboss eap 6  apache tomcat  maven e subversion.
cv48873.xml,qualificações experiência em desenvolvimento de sistemas utilizando visual studio 2003/2005/2008/2010/2012 web(asp.net e mvc)  winforms  pocket pc  wpf  wcf  java  jsf  hibernate  jenkins  javascript  jquery  json  ajax  visual basic 5.0/6.0  java(7  8)  criação de relatórios em crystal reports 8.5 e 9.0  oracle  ms sql server 7.0/2000/2005/2008  entity framework  criação de stored procedures  trigger  function  views  access  web service (.net)  administração de servidor de telefonia (tts)  desenvolvimento de sistema para atendimento (callcenter)  integração de sistema de telefonia com visual basic 6.0 (tts e talk telecom)  controle de versão com git  tfs  rtc  microsoft source safe  svn  redes windows.
cv54112.xml,•   management and development of a global technical team (usa  canada  and malaysia) and ability to work in multicultural environments. •   international experience having lived in the us for 3 years and involved with geo  leo and meo map location software sales and satellite telecom engineering projects in canada. •   process mapping and big data analysis. •   broad background in the segments of technical and sales management  having built a strong experience in negotiating contracts  projects  and in customer relationship management. •   development of commercial proposals and carrying out negotiations with the end customer. •   consultative sales for identifying technical telecom and software solutions (pre-sale and after-sales). •   solid skills in it infrastructure (large servers) in refineries and offshore oil rigs. •   knowledge of software: my sql  opem vms  salesforce  sap  remedy  ariba  funil de vendas  ramper.
cv54159.xml,qualificações: ❖ recepção ao público  facilidades em trabalhos em equipe  comunicativo  proativo  ético  dinâmico e simpático; ❖ boa fluência verbal e escrita; ❖ pacote office  photoshop  corel draw e digitação; ❖ inglês avançado  francês iniciante.
cv43644.xml,qualificações  possuo 4 anos de experiência em  desenvolvimento e suporte de aplicações web com a linguagem java (java ee)  como também familiaridade com os recursos envolvidos: gerenciador de dependências maven  servlets  jsf2  persistência de dados com jpa 2 e hibernate  spring mvc  springboot  servidor de aplicação (tomcat 8 / weblogic). ambiente de desenvolvimento unix / linux  ide de desenvolvimento eclipse  controlador de versão git / svn  sgbd ms sql server  oracle  mysql
cv42861.xml,qualificações e atividades complementares   •  curso de informática básica - microsoft word / microsof office excel; •  curso de inglês  cna - nível basico iii (conversação); •  técnica em vendas e atendimento; •  curso de gestão de pessoas - sed (secretaria do de senvolvimento); •  recrutamento e seleção - lk consultoria.
cv44350.xml,informática conhecimento em pacote office  windows e internet  domínio básico da ferramenta photoshop  domínio básico da ferramente coreldraw  experiência em montagem e configuração de micro  conhecimento em rede de computadores  conhecimento e boas práticas em lógica de programação  conhecimento em linguagem c  conhecimento em html e css. noção em java script. conhecimento em programação orientada a objeto mvc em php  conhecimento em banco de dados sql.
cv42155.xml,"conhecimentos gerais.  ✓ informática básica. (world e excel) ✓ habilitação categoria b ✓ inglês intermediário ✓ espanhol intermediário  participação  2015 participação no ""5º seminário de psicologia e politicas publicas pelo conselho regional de psicologia. "" carga horaria de 24 horas. 2016 participação no ""6º seminário de psicologia e politicas publicas pelo conselho regional de psicologia. "" carga horaria de 24 horas. 2014 participação do ""v curso introdutório da liga acadêmica de medicina psiquiátrica da puc-go. "" carga horaria de 10 horas' 2016 participação da ""jornada goiana de neuropsiquiatria do lanep. carga horaria de 10 horas. 2015 participação do ""grupo de estudos em psicanalise pela ufg."" 6 meses. 2017 participação do ""workshop de iniciação cientifica da puc. "" carga horaria de 4 horas.    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~   larissa silva de brito."
cv42191.xml,qualificações e atividades profissionais  • janeiro de 2016 a dezembro de 2016 - cepsi estágio supervisionado em neuropsicologia principais atividades: atendimento clínico  aplicação e correção de testes e confecção de laudos e relatórios. • agosto de 2014 a dezembro de 2014 - hospital araújo jorge estágio supervisionado em psicologia hospitalar principais responsabilidades: diagnóstico institucional: levantamento de dados  através de observações participantes  levantamento de dados em entrevistas e pesquisa documental; identificação dos problemas existentes; identificação dos problemas a serem trabalhados; levantamento das formas de solucionar os problemas e intervenção. • curso de vendas e secretariado- 2011  prefeitura municipal de santa rita do araguaia-go • informática básica- 2011  prefeitura municipal de alto araguaia-mt • técnico em enfermagem (incompleto)- 2011/2012  mais sistema de ensino  polo de rondonopolis • xxii encontro brasileiro de psicologia e medicina comportamental • i seminario regional de atenção psicossocial e politicas publicas • curso de comunicação efetiva- sesi • curso comunicação no foco organizacional- sesi • curso departamento pessoal- prime cursos
cv42444.xml,conhecimentos: lógica de programação  desenvolvimento de sistemas - java  teste de software  gerência de projetos e modelagem de sistemas.
cv44617.xml,qualificações e atividades complementares   • pacote office completo (word  excel  power point  outlook) • configuração de micro. • inglês básico/intermediário competências   • experiência sólida em recrutamento e seleção • facilidade em comunicação. • pro atividade. • facilidade em lidar com máquinas e softwares. • domínio pacote office
cv54624.xml,qualificações e atividades complementares
cv44331.xml,"conhecimentos  programação asp classic  asp.net mvc  c#  visual basic 6  php  xml  xsl  ajax  bootstrap  jquary  json  java script  html  vba  action script;  banco de dados sql server (stored procedures  functions  views  packages  trigger  ddl  dde  cursor  tunning  tsql); oracle (stored procedures  functions  views  cursor  ddl  dde  pl/sql  trigger  dblink  materialized view  tunning); sybase  mysql  foxpro  access  sql report  etc;  metodologias agil  scrumn  cmmi  mer  asp ""active server provider""  pmbok  uml  ferramentas erwin  project  office"
cv41460.xml,conhecimentos  •  metodogias ágeis: scrum e kaban. •  net: c#  asp.net mvc  asp.net webforms  wcf services  web api  linq  lambda  windows forms  visual studio (2003 ao 2015)  asp classico. •  web: angularjs  angular 4 (cli)  javascript  jquery  css  bootstrap  html5 •  banco de dados: pl/sql  oracle 11g  sql server (2008 ao 2015)  .ado .net  orm (entity framework). •  diversos: tfs (2010 ao 2015)  source safe (6 ao 2005)  git  ferramentas para relatórios (cristal reports  e reporting services)  chartjs e google charts. •  conceitos de arquitetura (soa e ddd)   pretensão salarial  clt full 7300  00r$   / pj 55 00r$ hora.
cv52608.xml,informática intermediário: windows  pacote office.
cv54863.xml,qualificações técnicas  •  asp.net  c#  .netcore  mvc  webapi  cqrs  servicefabric  wcf  api rest  tdd  ddd  solid  programação paralela e assíncrona em .net  azure; •  tfs  git  docker  nuget  iaas  paas  scrum  kanban  trello  ci  cd; •  entity framework  nhibernate  dapper  t-sql  oracle; •  angularjs  json  jquery  javascript; •  html5  css 3  bootstrap; •  modelagem relacional e não relacional de banco de dados  criação de datawarehouse  power b.i  excel; •  sql server analysis services - ssas (cubos - tabular e multidimensional)  sql server integration services - ssis (etl)  sql server reporting services - ssrs (relatórios).
cv54359.xml,habilidades •   gerenciamento do tempo  •   comunicação  •   proatividade  •   bom relacionamento interpessoal
cv42498.xml,informática  • windows e pacote office - intermediário.
cv48005.xml,conhecimentos de informática:  ● gráficos/web: coreldraw  ● aplicações de escritório: microsoft word  microsoft powerpoint  microsoft excel  microsoft outlook  ● sistemas operacionais: unix  windows  linux  ● outros programas: selenium web driver  microsoft test manager  testcomplete
